text,personality,thinking,abilities,experience,no_signal,label_combo,source
"Question: How would you describe your professional profile? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. More specifically, I implemented the feature, monitored the rollout, and fixed issues that appeared in the first week.",0,1,1,0,0,thinking+abilities,synthetic_combo
"Question: How would you describe your general working style? Answer: I am dependable, detail-oriented, and usually create order when things are messy.",1,0,0,0,0,personality,synthetic_combo
"Question: How would you describe your professional profile? Answer: Before deciding, I compare alternatives, stress-test the reasoning, and look for counterexamples. On top of that, I worked in both internal tools and customer-facing systems, including production releases and incident follow-up.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: What should we know about the way you work? Answer: I am highly self-disciplined, structured, and consistent in the way I handle my work. At the same time, I implemented a Python script that cleaned incoming data and pushed validated records into the reporting flow.",1,0,1,0,0,personality+abilities,synthetic_combo
Question: Tell me what you actually built or executed. Answer: I automated a manual reconciliation process and cut repetitive work for the operations team.,0,0,1,0,0,abilities,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I feel energized by working with people, leading conversations, and building connections across teams.",1,0,0,0,0,personality,synthetic_combo
"Question: Describe something concrete you implemented. Answer: I owned the rollout of an internal tool, coordinated with the team, and handled the implementation details myself.",0,0,1,0,0,abilities,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I prefer routine and familiar methods, and I usually avoid unnecessary experimentation.",1,0,0,0,0,personality,synthetic_combo
"Question: How do you approach complex decisions? Answer: My approach is to define the problem, test explanations, and rule out weak hypotheses one by one.",0,1,0,0,0,thinking,synthetic_combo
Question: How do you usually behave in team settings? Answer: I stay composed under pressure and do not get emotionally overwhelmed easily.,1,0,0,0,0,personality,synthetic_combo
"Question: How do you usually behave in team settings? Answer: I try to be empathetic, cooperative, and calm when working with others in difficult situations.",1,0,0,0,0,personality,synthetic_combo
Question: Describe something concrete you implemented. Answer: I built a dashboard in Power BI connected to SQL and reduced weekly report preparation from three hours to twenty minutes.,0,0,1,0,0,abilities,synthetic_combo
"Yes, I think so.",0,0,0,0,1,none,synthetic_combo
"Question: How would you describe your professional profile? Answer: I like to structure my thinking in steps so the logic is explicit and easy to verify. Also, I had ownership over a significant part of delivery in a real production environment and coordinated with multiple stakeholders.",0,1,0,1,0,thinking+experience,synthetic_combo
"Question: What does your reasoning process look like? Answer: When I solve a problem, I look at edge cases, long-term consequences, and trade-offs between options. The details depended on the context and team needs.",0,1,0,0,0,thinking,synthetic_combo
